Date,Pays,Deces,diffDeces0,diffDecesHier,pctgrow,daySince0,moyenne7
2020-04-09,Togo,3,0,0,,13.0,-1.0
2020-04-09,"Trinité-et-Tobago",8,0,0,,15.0,-0.67
2020-04-09,Tunisie,24,1,1,0.0,21.0,-0.2
2020-04-09,Turquie,812,96,87,0.1,23.0,0.03
2020-04-09,Ukraine,52,5,7,-0.29,27.0,0.92
2020-04-09,Uruguay,7,0,0,,11.0,-0.75
2020-04-09,Venezuela,9,0,2,-1.0,13.0,-0.67
2020-04-09,Zimbabwe,3,0,1,-1.0,17.0,-0.5
2020-04-09,"Égypte",103,15,9,0.67,32.0,0.19
2020-04-09,"Émirats Arabes Unis",12,2,0,,20.0,-0.5
2020-04-09,"Équateur",242,30,51,-0.41,26.0,-0.29
2020-04-09,"États-Unis",14695,1783,1973,-0.1,40.0,0.09
2020-04-09,"Éthiopie",2,0,0,,4.0,-1.0
2020-04-10,Afghanistan,15,0,1,-1.0,19.0,-0.81
2020-04-10,"Afrique du Sud",18,6,0,,14.0,0.3
2020-04-10,Albanie,23,0,1,-1.0,30.0,-0.2
2020-04-10,"Algérie",235,21,30,-0.3,29.0,0.13
2020-04-10,Allemagne,2607,160,258,-0.38,32.0,0.05
2020-04-10,Andorre,25,1,2,-0.5,19.0,0.26
2020-04-10,Angola,2,0,0,,12.0,
2020-04-10,Antigua-et-Barbuda,2,0,0,,3.0,-0.5
2020-04-10,"Arabie Saoudite",44,3,3,0.0,17.0,-0.2
2020-04-10,Argentine,72,10,9,0.11,33.0,0.55
2020-04-10,"Arménie",10,2,1,1.0,15.0,0.0
2020-04-10,Australie,51,3,1,2.0,40.0,0.31
2020-04-10,Autres,13,0,0,,50.0,
2020-04-10,Autriche,295,24,22,0.09,29.0,0.18
2020-04-10,"Azerbaïdjan",9,1,1,0.0,28.0,-0.67
2020-04-10,Bahamas,8,0,1,-1.0,9.0,-0.4
2020-04-10,"Bahreïn",5,1,0,,25.0,-1.0
2020-04-10,Bangladesh,21,6,1,5.0,23.0,1.02
2020-04-10,Barbade,3,1,0,,5.0,-0.33
2020-04-10,Belgique,2523,496,283,0.75,30.0,0.31
2020-04-10,Birmanie,3,0,0,,10.0,-1.0
2020-04-10,Bolivie,18,1,3,-0.67,12.0,0.28
2020-04-10,"Bosnie-Herzégovine",35,1,1,0.0,20.0,0.49
2020-04-10,"Brésil",950,107,131,-0.18,24.0,0.33
2020-04-10,Bulgarie,24,1,0,,30.0,-0.35
2020-04-10,"Burkina Faso",24,0,1,-1.0,23.0,0.25
2020-04-10,"Bélarus",16,3,3,0.0,10.0,0.42
2020-04-10,Cameroun,10,2,0,,16.0,-0.67
2020-04-10,Canada,503,54,96,-0.44,32.0,0.27
2020-04-10,Chili,57,8,9,-0.11,19.0,0.23
2020-04-10,Chypre,10,0,1,-1.0,19.0,-1.0
2020-04-10,Colombie,69,11,15,-0.27,19.0,0.59
2020-04-10,"Congo (Brazzaville)",5,0,0,,8.0,-1.0
2020-04-10,"Corée du Sud",204,4,4,0.0,50.0,0.13
2020-04-10,"Costa Rica",3,0,0,,22.0,-1.0
2020-04-10,Croatie,20,1,1,0.0,22.0,0.37
2020-04-10,Cuba,15,0,3,-1.0,23.0,0.2
2020-04-10,"Côte d'Ivoire",3,0,0,,12.0,-1.0
2020-04-10,Danemark,237,10,19,-0.47,27.0,0.05
2020-04-10,"El Salvador",6,0,1,-1.0,10.0,-0.75
2020-04-10,Espagne,15447,634,655,-0.03,38.0,-0.04
2020-04-10,Estonie,24,0,0,,16.0,0.17
2020-04-10,Finlande,42,6,2,2.0,20.0,-0.65
2020-04-10,France,12210,987,1341,-0.26,55.0,0.19
2020-04-10,"Fédération de Russie",76,18,13,0.38,22.0,0.92
2020-04-10,Ghana,6,0,0,,20.0,-1.0
2020-04-10,"Grèce",87,5,4,0.25,30.0,0.04
2020-04-10,Guadeloupe,8,0,0,,19.0,-1.0
2020-04-10,Guatemala,3,0,0,,25.0,-1.0
2020-04-10,"Géorgie",3,0,0,,6.0,-0.67
2020-04-10,"Haïti",2,0,1,-1.0,5.0,-1.0
2020-04-10,Honduras,23,0,1,-1.0,15.0,-1.0
2020-04-10,Hong-Kong,4,0,0,,66.0,
2020-04-10,Hongrie,66,11,8,0.38,26.0,0.3
2020-04-10,Inde,226,20,48,-0.58,30.0,0.38
2020-04-10,"Indonésie",280,26,40,-0.35,30.0,0.23
2020-04-10,Iraq,69,1,0,,37.0,0.49
2020-04-10,Irlande,263,24,28,-0.14,30.0,0.1
2020-04-10,Islande,6,1,0,,26.0,-1.0
2020-04-10,"Israël",86,9,13,-0.31,20.0,0.17
2020-04-10,Italie,18279,570,610,-0.07,49.0,-0.03
2020-04-10,"Jamaïque",4,0,0,,22.0,-1.0
2020-04-10,Japon,94,5,1,4.0,57.0,2.5
2020-04-10,Jordanie,7,0,1,-1.0,14.0,-1.0
2020-04-10,Kazakhstan,8,2,1,1.0,15.0,-0.67
2020-04-10,Kenya,7,0,1,-1.0,15.0,-1.0
2020-04-10,Kirghizistan,4,1,0,,7.0,-1.0
2020-04-10,Kosovo,5,2,0,,18.0,-0.83
2020-04-10,Lettonie,3,0,1,-1.0,7.0,-1.0
2020-04-10,Liban,19,1,0,,31.0,-0.67
2020-04-10,"Libéria",4,1,0,,6.0,-0.33
2020-04-10,Lituanie,16,6,1,5.0,20.0,1.0
2020-04-10,Luxembourg,52,2,6,-0.67,27.0,-0.07
2020-04-10,"Macédoine",30,2,1,1.0,19.0,1.02
2020-04-10,Malaisie,67,3,2,0.5,24.0,0.15
2020-04-10,Mali,7,0,0,,12.0,-1.0
2020-04-10,Malte,2,0,1,-1.0,2.0,-0.5
2020-04-10,Maroc,97,10,4,1.5,31.0,0.4
2020-04-10,Martinique,6,0,0,,25.0,-1.0
2020-04-10,Maurice,7,2,0,,20.0,
2020-04-10,Mayotte,2,0,0,,10.0,-1.0
2020-04-10,Mexique,174,20,33,-0.39,22.0,0.24
2020-04-10,Moldavie,29,0,2,-1.0,23.0,-0.01
2020-04-10,Montenegro,2,0,0,,18.0,
2020-04-10,Niger,11,0,0,,16.0,-0.78
2020-04-10,"Nigéria",7,0,1,-1.0,18.0,-1.0
2020-04-10,"Norvège",108,5,7,-0.29,27.0,0.24
2020-04-10,Oman,3,0,1,-1.0,10.0,-1.0
2020-04-10,"Ouzbékistan",3,0,0,,14.0,-1.0
2020-04-10,Pakistan,65,1,4,-0.75,22.0,0.44
2020-04-10,Paraguay,5,1,0,,20.0,-1.0
2020-04-10,Pays-Bas,2403,117,148,-0.21,35.0,0.06
2020-04-10,Philippines,203,18,21,-0.14,68.0,0.33
2020-04-10,Pologne,174,7,15,-0.53,29.0,0.05
2020-04-10,Portugal,409,26,29,-0.1,24.0,0.06
2020-04-10,"Pérou",138,31,17,0.82,21.0,0.34
2020-04-10,Qatar,6,0,0,,13.0,-1.0
2020-04-10,Roumanie,248,22,28,-0.21,19.0,0.44
2020-04-10,Royaume-Uni,7993,981,882,0.11,36.0,0.09
2020-04-10,"Rép. Dém. du Congo",18,2,0,,20.0,-1.0
2020-04-10,"République Dominicaine",118,8,10,-0.2,24.0,-0.01
2020-04-10,"République Tchèque",112,7,13,-0.46,19.0,0.01
2020-04-10,"Saint Martin",2,0,0,,11.0,-1.0
2020-04-10,Saint-Marin,34,0,0,,38.0,-1.0
2020-04-10,Serbie,66,5,1,4.0,21.0,0.43
2020-04-10,Singapour,6,1,0,,20.0,-0.5
2020-04-10,Slovaquie,2,0,0,,9.0,-1.0
2020-04-10,"Slovénie",43,2,3,-0.33,27.0,0.3
2020-04-10,"Sri Lanka",7,0,0,,13.0,-0.67
2020-04-10,Suisse,948,54,53,0.02,36.0,0.03
2020-04-10,"Suède",793,77,106,-0.27,30.0,0.29
2020-04-10,Syrie,2,0,0,,12.0,
2020-04-10,"Sénégal",2,0,0,,9.0,-1.0
2020-04-10,"Taïwan",5,1,0,,54.0,
2020-04-10,"Thaïlande",32,1,2,-0.5,40.0,0.25
2020-04-10,Togo,3,0,0,,14.0,-1.0
2020-04-10,"Trinité-et-Tobago",8,0,0,,16.0,-0.67
2020-04-10,Tunisie,25,0,1,-1.0,22.0,-0.6
2020-04-10,Turquie,908,98,96,0.02,24.0,0.05
2020-04-10,Ukraine,57,12,5,1.4,28.0,0.9
2020-04-10,Uruguay,7,0,0,,12.0,-0.67
2020-04-10,Venezuela,9,0,0,,14.0,-1.0
2020-04-10,Zimbabwe,3,0,0,,18.0,-0.5
2020-04-10,"Égypte",118,17,15,0.13,33.0,0.16
2020-04-10,"Émirats Arabes Unis",14,2,2,0.0,21.0,-0.4
2020-04-10,"Équateur",272,25,30,-0.17,27.0,-0.3
2020-04-10,"États-Unis",16478,2108,1783,0.18,41.0,0.11
2020-04-10,"Éthiopie",2,1,0,,5.0,-1.0
